Imagem_Original,Imagem_Resultado,TAG_Lida,Tipo,Classe,Status
resultado_10.jpg,resultado_resultado_10.jpg,PLEASE ANSWE,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,M,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,SUCTION,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,KOD,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,TC,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,ASV,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,ASC,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,TO FLARE,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,SAFE LOCATION,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,AFTERCOOLER,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,CSO,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,VENT,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,DRIVER MOTOR,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,COMPRESSOR,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,ANTI SURGE CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,TEMPERATURE CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,FC,Fail Close,Falha de Válvula,Identificado
11.jpg,resultado_11.jpg,FLOW CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,ANTI SURGE VALVE,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,PC,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,PRESSURE CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,LC,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,LEVEL CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,CONTROLLE,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,PRESSURE,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,SURGE,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,EMPERAT,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
11.jpg,resultado_11.jpg,OM,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,DRIVER MOTOR OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,COM,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,MOTOR OB),Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,M,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,SUCTION,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,KOD,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,TC,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,PT,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,VENT,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,OBJ 20,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,ASV,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,TO FLARE,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,SAFE LOCATION,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,OBJ 25,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,AFTERCOOLER,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,CSO,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,OB,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,OBJ 23,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,DRIVER MOTOR,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,DRIVER MOTOR OB),Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,COMPRESSOR,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,OBJ 18,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,OBJ 14,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,OBJ 16,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,OBJ 15,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,ASC,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,ANTI SURGE CONTROLLE,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,FC,Fail Close,Falha de Válvula,Identificado
resultado_11.jpg,resultado_resultado_11.jpg,FLOW CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,ANTI SURGE VALVE,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,PC,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,PRESSURE CONTROLLE,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,LC,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,LEVEL CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,CONTROLLER,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,[SURGE CONTROLLE,Não cadastrado,Não cadastrado,Desconhecido
resultado_11.jpg,resultado_resultado_11.jpg,SURGE VALVE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,FILE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,HOME,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,ADMIN,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,ANNOTATION,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,LINES,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,MISC:,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,DESIGN OBJECTS,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,PARAMETRICS,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,PID,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,SYMBOL,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,L1-50|,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,100,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,LABEL,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,MAJOR,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,INSTRUMENT,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,LINE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,IN-LINE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,BRANCH,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,POINT,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,ON-,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,BORE TEXT PROCESS,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,SUPPLY,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,LABEL -,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,EQUIPM: EQUIPM: INSTRUMENT,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,GROUP,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,MOVE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,CONN:,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,BORE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,SHEET -,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,VERIFY,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,SELECT,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,REPON,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,PBID SYMBOL DASHBOARD,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,GENERA,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,PROPERTIES,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,LZI-ZDD-4,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,TAG,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,V-005,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,FLAM,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,TYPE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,VALVE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,SUB-TYPE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,BALL,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,ATTRIBUTES,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,VALUE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,INLET PRESSURE BAR,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,OUTLET PRESSURE BAR,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,DENSITY KQLM,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,FLOWRATE M3LMIN,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,OPERATING TEMP C,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,FAILURE STATE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,CATALOQ,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,MODELDIRECTORY,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,MODELFILE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,DDZ,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,5_DD],Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,007,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,OOB,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,IRI-IX,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,TOOLS,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,BDY-CC1,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,BL - DC1,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,BL-CC2,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,GV-DDD,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,015,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,FWP,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,FHP-CC1,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,PPDO01-1,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,PPDO01-2,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,TO1,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,ZCHNGNR_,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,11 *,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,BH-PID_,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,BH-PID2,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,6,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,X+810.0000,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,SHEET,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,+85.00000,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,9,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,GENERAL,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,013,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,004,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,OO5D-DDE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,FWP-DDZ,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,CC2,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,Y-01E,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,CU_DDO,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,U-015,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,FHP,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,U_014,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,CC],Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,17-S-474,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,CV-OOED-DDE,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,CV-DDD,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,FHT-0C2,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,#OOB,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,PLAM,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,"0CZ""-DDZ",Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,CDT,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,"""-007",Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,002,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,003,Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,"""-014",Não cadastrado,Não cadastrado,Desconhecido
12.jpg,resultado_12.jpg,L1-50],Não cadastrado,Não cadastrado,Desconhecido
13.jpg,resultado_13.jpg,15 PSI,Não cadastrado,Não cadastrado,Desconhecido
13.jpg,resultado_13.jpg,4-20 IA,Não cadastrado,Não cadastrado,Desconhecido
13.jpg,resultado_13.jpg,MATERIAL A,Não cadastrado,Não cadastrado,Desconhecido
13.jpg,resultado_13.jpg,LIC,Não cadastrado,Não cadastrado,Desconhecido
13.jpg,resultado_13.jpg,PSV,Não cadastrado,Não cadastrado,Desconhecido
13.jpg,resultado_13.jpg,MATEFIAL,Não cadastrado,Não cadastrado,Desconhecido
13.jpg,resultado_13.jpg,FLOW CONTROL,Não cadastrado,Não cadastrado,Desconhecido
13.jpg,resultado_13.jpg,MATERIAL B,Não cadastrado,Não cadastrado,Desconhecido
13.jpg,resultado_13.jpg,MATERIAL,Não cadastrado,Não cadastrado,Desconhecido
13.jpg,resultado_13.jpg,3-15 PSI,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,SET POINT,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,TIC,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,FIC,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,501,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,TY,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,YIC,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,FT,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,TT,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,S,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,AIR SUPPLY,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,ZSH,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,ZSL,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,501A,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,501B,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,S01A,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,PPLY,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,ZSF,Não cadastrado,Não cadastrado,Desconhecido
14.jpg,resultado_14.jpg,503,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,T-6,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,EV-600,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,T-7,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,V-601,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,T-3,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,V-701,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,P-70Q,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,P-104,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,V-206,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,T-4,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,V-30?,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,V-303,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,ET-207,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,T-],Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,T-5,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,V-102,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,C-103,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,V-100,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,ODI,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,EV-20Q,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,V-60],Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,701,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,P-700,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,V-400,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,EV-SOO,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,P-300,Não cadastrado,Não cadastrado,Desconhecido
15.jpg,resultado_15.jpg,T-,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,MJ3,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,' 03,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-0S,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,B01,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-06,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,K VA-O7,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-OF,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,W02,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,W01,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,PV-OI,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,STEAM,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-09,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,W04,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,4-12,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-12,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,W03,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,K01,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-1O,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-O7,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,B02,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VP 01,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,P03,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-08,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-03,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-02,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,P02,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,WASTE WATER,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,PJ1,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-04,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-O1,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,VA-13,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,B-03,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,B-04,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,REST,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,STUFF,Não cadastrado,Não cadastrado,Desconhecido
16.jpg,resultado_16.jpg,DISTILLATE,Não cadastrado,Não cadastrado,Desconhecido
