Imagem_Original,Imagem_Resultado,TAG_Lida,Tipo,Classe,Status
19.jpg,resultado_19.jpg,DOUBLE-L,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,SINGLE PASS,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,SHELL AND,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,HAIRPIN EXCHANGER,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,REBOILER,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,DISTILLATION SYMBOLS,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,DEMISTER,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,SPRAY NOZZLE,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,CHIMNEY,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,TWO PASS,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,PACKED SECTION,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,DRAW OFF,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,GENERIC,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,MANWAY,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,PLATE TOWER,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,PACKED TOWER,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,VORTEX BREAKER,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,"BUBBLE-CAP, SIEVE, VALVE",Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,"SADDLE, RING, SULZER; ROSETTE",Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,KIMRAY,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,FRAME,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,-PIPE,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,TUBE,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,TRAY,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,RA,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,KIM,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,NWAY,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,"SADDLE, RING; SULZER; ROSETTE",Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,OWE,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,OWER,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,SHELL AND TUBE,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,NGE,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,REBOI,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,PLATE AND FRAME,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,DOUBLE-PIPE,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,ANGER,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,DOU,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,OUVER,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,AME,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,N,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,M,Não cadastrado,Não cadastrado,Desconhecido
19.jpg,resultado_19.jpg,0,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PSLL,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PAL,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0016,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,NOTE,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0003,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0014,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0017,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PT,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PSL,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0004,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0015,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,OOI6B,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0OIGC,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,"36""_PO12_154-V",Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,9.85,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,15A-V,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,MA-V,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PSV,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PSE T=10 01MPAG,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PSET=10.O1MPOG,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0010,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,ZOON,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,30,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0011,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,"1,90",Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,"1,.90",Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,3/47,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,SP,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,"3/4""",Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,900#,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,64,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,ILO]I,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,900H,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,FB/0,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,FB/LC,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0013,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,JO,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,"3""-PO96-",Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,"9,85",Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,V-001,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,EL+266900,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,LG,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,LSHL,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,LSH,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,LAH,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,LSL,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,LAL,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0031,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0O01,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0002,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,C034,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0034,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,EL+265000,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,2',Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,BY_ VENDOR,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,~,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,VENDOR,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,5000,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,900,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,(0034,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,P096,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,3/4,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,IL8I,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,ILO],Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,300,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,"6""_PO98-IA-V",Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,ZOO#,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,'900H,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,FB/10,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,"3""",Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,90,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,SA-V,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,8,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,454-V,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PSET=10 O1MPAG,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,IOTE,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,1,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PO98-IA-V,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,1.90,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,K,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,J0,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,"3""-PO96",Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,001,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0OO1,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,265000,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,(C0J4,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,(LSHL,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,0001,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,CO,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,'PSLL,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,"36""X24""",Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PSET=10 01MPAG,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,PO98_IIA_V,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,ZOOU,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,2,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,(PSLL,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,QO16C,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,00168,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,TE,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,(0017,Não cadastrado,Não cadastrado,Desconhecido
100.jpg,resultado_100.jpg,10014,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,NOTE,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 1,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,BY_VENDORL,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,VENDOR,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,00,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,(0002,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,CO,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0002,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,V-UU1,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 3,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,13265000,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"2""",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,V-001,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 28,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,38,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,R FB/10,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 17,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 9,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"3""",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,PO96,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,15A _,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,3/4',Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"3/4""",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,1.90,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,IFC,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,ABJ 11,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,64,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,ILOT,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,R FB/1O,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,FB/C,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,P096,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,15A-V,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,9.85,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,BJ 10,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,JOO,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,PSV,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0011,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0010,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,P097-IIA,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 21,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,300,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,10.O1MPAG,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 20,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,PO98-IA-V,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 25,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,915A_V,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0BJ 23,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OL,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,77510 O1MPAG,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJC'5,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"6""~PO98-IA-V",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,11,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,3O0#,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,REJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,L,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,~,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,DBJ,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,],Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,3,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,8,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,1,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OTE,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ .,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,19.85,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,SA-V,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,TIA-,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,T0 UIMPG,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,PBIZ '5,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,2,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,3OOH,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,~PO97-IA-V,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,10,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,QEJ 11,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"13/4""",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,3/4,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,900_,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,NOTF,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,FB/0,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,JO,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"9.,85",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,(PSLL,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,QO16C,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,'PSLL,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,QO168,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,QO1GA,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,PSL,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0017,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0015,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,PT,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0014,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,TE,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0003,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0004,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,6C,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,001,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,PS,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,6A,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 46,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0O1,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"36""X24",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"36""_PO12_154-V",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,QHIF83,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,QHIF8O,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,QHIFSZ,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"""PS2E",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,(0016,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,(0014,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 44,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBI,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OOI68,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0OIGC,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"36""X24""",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,36,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,PO12_154-V,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJ 27,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,GA-V,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,FSE 7-10 O1MPAG,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,PSE =10 U1MPOG,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,05,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OO7,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OBJZ'5,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,~300,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,"6""-PO98-IA-V",Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,AJ 11,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,IHOQ,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,900,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,FB/10,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,FB/LC,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,OKI,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,EL+2669001,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,LSI,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,0034,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,265000,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,BY_VENDOR,Não cadastrado,Não cadastrado,Desconhecido
resultado_100.jpg,resultado_resultado_100.jpg,EL+266900,Não cadastrado,Não cadastrado,Desconhecido
101.jpg,resultado_101.jpg,PI,Não cadastrado,Não cadastrado,Desconhecido
101.jpg,resultado_101.jpg,FB/10,Não cadastrado,Não cadastrado,Desconhecido
101.jpg,resultado_101.jpg,0013,Não cadastrado,Não cadastrado,Desconhecido
101.jpg,resultado_101.jpg,2,Não cadastrado,Não cadastrado,Desconhecido
101.jpg,resultado_101.jpg,3,Não cadastrado,Não cadastrado,Desconhecido
101.jpg,resultado_101.jpg,V-001,Não cadastrado,Não cadastrado,Desconhecido
101.jpg,resultado_101.jpg,B,Não cadastrado,Não cadastrado,Desconhecido
101.jpg,resultado_101.jpg,FB,Não cadastrado,Não cadastrado,Desconhecido
101.jpg,resultado_101.jpg,K,Não cadastrado,Não cadastrado,Desconhecido
101.jpg,resultado_101.jpg,C,Não cadastrado,Não cadastrado,Desconhecido
resultado_101.jpg,resultado_resultado_101.jpg,OBJ 36,Não cadastrado,Não cadastrado,Desconhecido
